weight,nativity,marital,sex,citiz,occ1,occ2,collegcred,highsch,city,state,YYYYMM
1809.1235,57,2,2,1,4840,-1,2,2,26620,1,2022-06-01
1106.7008,57,2,1,1,-1,-1,2,2,30780,5,2022-06-01
2559.051,57,2,2,1,4720,-1,2,2,36420,40,2022-06-01
2055.7491,57,2,2,1,-1,-1,2,2,36420,40,2022-06-01
2257.124,57,2,2,1,-1,-1,2,2,36420,40,2022-06-01
2280.0042,57,2,2,1,-1,-1,2,2,36420,40,2022-06-01
3986.5923,57,1,1,1,1050,-1,2,2,23580,13,2022-06-01
3897.2135,57,1,2,1,800,-1,2,2,23580,13,2022-06-01
4987.4761,57,2,2,1,-1,-1,2,2,23580,13,2022-06-01
4400.732,57,1,1,1,1108,-1,2,2,35620,34,2022-06-01
4497.6281,57,1,2,1,1065,-1,2,2,35620,34,2022-06-01
5217.6164,57,2,2,1,3110,-1,2,2,35620,34,2022-06-01
5653.7938,57,2,1,1,1010,-1,2,2,35620,34,2022-06-01
4744.9443,57,1,1,1,10,-1,2,2,35620,34,2022-06-01
5027.7608,57,1,2,1,440,-1,2,2,35620,34,2022-06-01
4341.9404,57,2,2,1,5320,-1,2,2,35620,34,2022-06-01
4931.1451,57,2,2,1,-1,-1,2,2,35620,34,2022-06-01
4099.2657,57,2,2,1,4760,-1,2,2,35620,34,2022-06-01
4099.2657,57,2,2,1,-1,-1,2,2,35620,34,2022-06-01
4273.9806,57,2,2,1,-1,-1,2,2,35620,34,2022-06-01
4905.5377,57,2,1,1,-1,-1,2,2,35620,34,2022-06-01
4744.9443,57,2,1,1,-1,-1,2,2,35620,34,2022-06-01
1669.5136,57,2,1,1,-1,-1,2,1,30780,5,2022-06-01
1400.6756,57,2,2,1,5120,-1,2,2,30780,5,2022-06-01
2899.0503,57,1,1,1,9620,-1,2,1,49340,25,2022-06-01
2747.0796,57,1,2,1,-1,-1,2,1,49340,25,2022-06-01
1535.7455,57,2,2,1,5120,-1,2,2,30780,5,2022-06-01
1596.741,57,2,1,1,9620,-1,2,2,30780,5,2022-06-01
833.7416,57,2,2,1,-1,-1,2,2,14260,16,2022-06-01
4610.6613,57,1,2,1,-1,-1,2,2,35620,36,2022-06-01
3992.5884,57,1,1,1,-1,-1,2,2,35620,36,2022-06-01
4982.1598,57,2,1,1,-1,-1,2,2,35620,36,2022-06-01
3528.3671,57,1,2,1,-1,-1,2,2,48700,42,2022-06-01
3745.816,57,1,1,1,2910,-1,2,2,48700,42,2022-06-01
5274.9148,57,2,1,1,-1,-1,2,1,48700,42,2022-06-01
3769.0087,57,2,2,1,-1,-1,2,1,48700,42,2022-06-01
2705.3276,57,2,2,1,-1,-1,2,2,48700,42,2022-06-01
1810.7603,57,2,1,1,-1,-1,2,1,17900,45,2022-06-01
3157.9174,57,2,1,1,-1,-1,2,1,17900,45,2022-06-01
3440.1197,57,2,2,1,-1,-1,2,2,24340,26,2022-06-01
3030.4961,57,1,1,1,1360,-1,2,2,34980,47,2022-06-01
2656.5155,57,1,2,1,2014,-1,2,2,34980,47,2022-06-01
3781.3401,57,2,1,1,-1,-1,2,2,34980,47,2022-06-01
4048.6888,57,2,2,1,-1,-1,2,1,34980,47,2022-06-01
2694.731,57,2,1,1,-1,-1,2,2,26620,1,2022-06-01
1864.4299,57,2,2,1,136,-1,2,2,26620,1,2022-06-01
6687.7927,57,2,2,1,2640,-1,2,1,12060,13,2022-06-01
5727.2732,57,2,1,1,10,-1,2,1,12060,13,2022-06-01
4461.6112,110,1,1,1,4840,-1,2,2,11700,37,2022-06-01
3972.8057,110,1,2,1,230,-1,2,2,11700,37,2022-06-01
3636.8339,57,2,1,1,8750,-1,2,2,11700,37,2022-06-01
1717.6455,57,1,1,1,4920,-1,2,2,27140,28,2022-06-01
1966.4463,57,1,2,1,3255,-1,2,2,27140,28,2022-06-01
4048.3136,57,2,2,1,-1,-1,2,2,14020,18,2022-06-01
5719.1266,364,2,2,2,-1,-1,2,2,17980,13,2022-06-01
3915.2429,57,2,2,1,7700,-1,2,1,41180,17,2022-06-01
4347.8972,57,2,1,1,8990,-1,2,1,41180,17,2022-06-01
1873.3663,57,2,2,1,-1,-1,2,2,26620,1,2022-06-01
1711.8168,57,2,2,1,-1,-1,2,1,26620,1,2022-06-01
2082.1991,57,1,2,1,3601,-1,2,2,22520,1,2022-06-01
2160.1277,57,1,1,1,8990,-1,2,1,22520,1,2022-06-01
2167.5056,57,2,2,1,2360,-1,2,1,13820,1,2022-06-01
2275.006,57,2,2,1,-1,-1,2,2,13820,1,2022-06-01
2331.5722,57,1,1,1,1108,-1,2,2,33860,1,2022-06-01
2354.2431,57,1,2,1,5120,-1,1,2,33860,1,2022-06-01
1987.9505,57,1,2,1,-1,-1,2,1,13820,1,2022-06-01
1943.3836,57,1,1,1,-1,-1,2,1,13820,1,2022-06-01
2412.4949,57,2,2,1,-1,-1,2,2,13820,1,2022-06-01
1794.1225,57,2,2,1,5310,-1,2,2,22520,1,2022-06-01
2655.6702,57,2,2,1,-1,-1,2,2,22520,1,2022-06-01
1904.2297,57,1,1,1,-1,-1,2,2,13820,1,2022-06-01
1898.5194,57,1,2,1,-1,-1,2,2,13820,1,2022-06-01
2311.4014,57,2,1,1,205,-1,2,1,22520,1,2022-06-01
1825.4935,57,2,2,1,2145,-1,2,1,22520,1,2022-06-01
