,state,nativity,marital,sex,citiz,occ1,occ2,collegcred,highsch,city,YYYYMM,weight
0,1,57,1,1,1,-1,-1,1,2,13820,2016-06-01,1946.9866
1,1,57,1,1,1,-1,-1,1,2,26620,2016-06-01,2014.2934
2,1,57,1,1,1,-1,-1,2,1,12220,2016-06-01,7639.6305
3,1,57,1,1,1,-1,-1,2,1,13820,2016-06-01,23585.3439
4,1,57,1,1,1,-1,-1,2,1,19300,2016-06-01,5075.1347
5,1,57,1,1,1,-1,-1,2,1,22520,2016-06-01,3606.1589
6,1,57,1,1,1,-1,-1,2,1,26620,2016-06-01,4985.9655
7,1,57,1,1,1,-1,-1,2,1,33660,2016-06-01,12971.9269
8,1,57,1,1,1,-1,-1,2,1,33860,2016-06-01,6155.1551
9,1,57,1,1,1,-1,-1,2,2,12220,2016-06-01,4598.0215
10,1,57,1,1,1,-1,-1,2,2,13820,2016-06-01,19166.9825
11,1,57,1,1,1,-1,-1,2,2,19300,2016-06-01,18693.882299999997
12,1,57,1,1,1,-1,-1,2,2,22520,2016-06-01,13951.0753
13,1,57,1,1,1,-1,-1,2,2,26620,2016-06-01,16680.698
14,1,57,1,1,1,-1,-1,2,2,33660,2016-06-01,15105.359199999999
15,1,57,1,1,1,-1,-1,2,2,33860,2016-06-01,6851.0759
16,1,57,1,1,1,10,-1,2,2,13820,2016-06-01,2191.3151
17,1,57,1,1,1,10,-1,2,2,26620,2016-06-01,1600.3202
18,1,57,1,1,1,20,-1,2,2,13820,2016-06-01,1678.2546
19,1,57,1,1,1,20,-1,2,2,33660,2016-06-01,1766.2558
20,1,57,1,1,1,20,-1,2,2,33860,2016-06-01,1775.9334
21,1,57,1,1,1,50,-1,2,2,13820,2016-06-01,2033.8084
22,1,57,1,1,1,50,-1,2,2,19300,2016-06-01,1752.5635
23,1,57,1,1,1,110,-1,2,2,33860,2016-06-01,1527.0778
24,1,57,1,1,1,120,-1,2,2,13820,2016-06-01,1780.634
25,1,57,1,1,1,140,-1,2,2,12220,2016-06-01,1473.5497
26,1,57,1,1,1,140,-1,2,2,26620,2016-06-01,1684.6881
27,1,57,1,1,1,160,-1,2,2,12220,2016-06-01,1915.3581
28,1,57,1,1,1,205,-1,2,2,13820,2016-06-01,1948.4213
29,1,57,1,1,1,205,-1,2,2,22520,2016-06-01,1851.3904
30,1,57,1,1,1,220,-1,2,1,33660,2016-06-01,1504.8131
31,1,57,1,1,1,220,-1,2,2,33860,2016-06-01,1600.3202
32,1,57,1,1,1,350,-1,2,2,33860,2016-06-01,1779.6862
33,1,57,1,1,1,410,-1,2,2,19300,2016-06-01,1718.2225
34,1,57,1,1,1,430,-1,2,1,13820,2016-06-01,2683.0519
35,1,57,1,1,1,430,-1,2,1,19300,2016-06-01,1637.1911
36,1,57,1,1,1,430,-1,2,1,26620,2016-06-01,1621.3543
37,1,57,1,1,1,430,-1,2,1,33660,2016-06-01,1424.9606
38,1,57,1,1,1,430,-1,2,2,13820,2016-06-01,3462.9638
39,1,57,1,1,1,430,-1,2,2,19300,2016-06-01,3740.1368
40,1,57,1,1,1,430,-1,2,2,26620,2016-06-01,5427.917
41,1,57,1,1,1,430,-1,2,2,33860,2016-06-01,1509.8606
42,1,57,1,1,1,530,-1,2,2,13820,2016-06-01,1777.5954
43,1,57,1,1,1,710,-1,2,2,13820,2016-06-01,4398.722400000001
44,1,57,1,1,1,800,-1,2,2,13820,2016-06-01,1922.6249
45,1,57,1,1,1,800,-1,2,2,19300,2016-06-01,2330.5553
46,1,57,1,1,1,850,-1,2,2,13820,2016-06-01,3383.1113
47,1,57,1,1,1,910,-1,2,2,26620,2016-06-01,1678.2546
48,1,57,1,1,1,1005,-1,2,2,26620,2016-06-01,1767.5021
49,1,57,1,1,1,1010,-1,2,2,33860,2016-06-01,1575.865
50,1,57,1,1,1,1020,-1,2,2,13820,2016-06-01,2226.6172
51,1,57,1,1,1,1020,1030,2,2,26620,2016-06-01,1527.0778
52,1,57,1,1,1,1050,-1,2,2,33860,2016-06-01,1775.9334
53,1,57,1,1,1,1107,-1,2,1,26620,2016-06-01,1684.6881
54,1,57,1,1,1,1300,-1,2,2,13820,2016-06-01,2225.1016
55,1,57,1,1,1,1400,-1,2,2,22520,2016-06-01,1708.056
56,1,57,1,1,1,1540,-1,2,2,13820,2016-06-01,2022.649
57,1,57,1,1,1,1550,-1,2,2,22520,2016-06-01,2125.2313
58,1,57,1,1,1,1560,-1,2,2,13820,2016-06-01,1329.661
59,1,57,1,1,1,1840,-1,2,2,13820,2016-06-01,1932.6884
60,1,57,1,1,1,1920,-1,2,1,33660,2016-06-01,1779.6862
61,1,57,1,1,1,1965,-1,2,2,26620,2016-06-01,1932.6884
62,1,57,1,1,1,1965,-1,2,2,33860,2016-06-01,2232.5651
63,1,57,1,1,1,2010,-1,2,2,26620,2016-06-01,2449.8364
64,1,57,1,1,1,2016,-1,2,2,33860,2016-06-01,3380.3545999999997
65,1,57,1,1,1,2040,-1,2,2,13820,2016-06-01,1564.9344
66,1,57,1,1,1,2040,-1,2,2,19300,2016-06-01,1607.9781
67,1,57,1,1,1,2100,-1,2,2,13820,2016-06-01,5930.4819
68,1,57,1,1,1,2100,-1,2,2,33660,2016-06-01,2226.6172
69,1,57,1,1,1,2200,-1,2,2,12220,2016-06-01,4860.2479
70,1,57,1,1,1,2200,-1,2,2,22520,2016-06-01,1913.4477
71,1,57,1,1,1,2200,-1,2,2,26620,2016-06-01,1679.0561
72,1,57,1,1,1,2320,-1,2,2,13820,2016-06-01,4275.077499999999
73,1,57,1,1,1,2720,-1,2,2,13820,2016-06-01,1879.2302
74,1,57,1,1,1,2900,-1,2,2,12220,2016-06-01,1687.0213
75,1,57,1,1,1,2910,-1,2,2,13820,2016-06-01,1836.9838
76,1,57,1,1,1,3000,-1,2,2,22520,2016-06-01,1277.2153
77,1,57,1,1,1,3010,-1,2,2,13820,2016-06-01,1678.2546
78,1,57,1,1,1,3060,-1,2,2,13820,2016-06-01,1678.2546
79,1,57,1,1,1,3250,-1,2,2,33660,2016-06-01,1395.2718
80,1,57,1,1,1,3255,-1,1,2,13820,2016-06-01,2027.0094
81,1,57,1,1,1,3258,-1,2,2,13820,2016-06-01,1657.264
82,1,57,1,1,1,3500,3500,2,2,13820,2016-06-01,2103.5758
83,1,57,1,1,1,3600,-1,2,1,19300,2016-06-01,2729.709
84,1,57,1,1,1,3600,-1,2,2,13820,2016-06-01,2015.8872
85,1,57,1,1,1,3710,-1,2,2,13820,2016-06-01,1823.9148
86,1,57,1,1,1,3820,-1,2,2,22520,2016-06-01,1930.5504
87,1,57,1,1,1,3850,-1,2,2,13820,2016-06-01,1830.7843
88,1,57,1,1,1,3930,-1,2,2,13820,2016-06-01,1572.1363
89,1,57,1,1,1,4000,-1,2,1,19300,2016-06-01,1637.1911
90,1,57,1,1,1,4020,-1,2,2,33860,2016-06-01,2641.7583
91,1,57,1,1,1,4030,-1,2,2,26620,2016-06-01,2022.649
92,1,57,1,1,1,4110,-1,2,2,13820,2016-06-01,2178.7854
93,1,57,1,1,1,4200,-1,2,2,19300,2016-06-01,1915.3581
94,1,57,1,1,1,4220,-1,2,1,22520,2016-06-01,1961.1396
95,1,57,1,1,1,4220,-1,2,2,12220,2016-06-01,1833.311
96,1,57,1,1,1,4220,-1,2,2,13820,2016-06-01,1709.5604
97,1,57,1,1,1,4250,-1,2,1,13820,2016-06-01,1977.1593
98,1,57,1,1,1,4250,-1,2,2,13820,2016-06-01,1629.0885
99,1,57,1,1,1,4250,-1,2,2,33660,2016-06-01,1694.0406
100,1,57,1,1,1,4700,-1,2,1,33660,2016-06-01,1835.8176
101,1,57,1,1,1,4700,-1,2,2,13820,2016-06-01,5697.6717
102,1,57,1,1,1,4700,-1,2,2,33860,2016-06-01,1836.9838
103,1,57,1,1,1,4710,-1,2,1,19300,2016-06-01,1961.1396
104,1,57,1,1,1,4710,-1,2,1,33660,2016-06-01,1777.5954
105,1,57,1,1,1,4710,-1,2,2,13820,2016-06-01,2064.4988
106,1,57,1,1,1,4760,-1,2,1,13820,2016-06-01,1333.6725
107,1,57,1,1,1,4760,-1,2,2,13820,2016-06-01,1527.0778
108,1,57,1,1,1,4760,-1,2,2,19300,2016-06-01,1573.2596
109,1,57,1,1,1,4760,-1,2,2,22520,2016-06-01,2163.2188
110,1,57,1,1,1,4840,-1,2,2,13820,2016-06-01,1767.5021
111,1,57,1,1,1,4840,-1,2,2,19300,2016-06-01,1759.2203
112,1,57,1,1,1,4850,-1,2,2,13820,2016-06-01,2780.1524
113,1,57,1,1,1,4850,-1,2,2,19300,2016-06-01,3608.4507000000003
114,1,57,1,1,1,4850,-1,2,2,33860,2016-06-01,3970.5733
115,1,57,1,1,1,4920,-1,2,1,33660,2016-06-01,2047.8286
116,1,57,1,1,1,4920,-1,2,2,22520,2016-06-01,1708.056
117,1,57,1,1,1,5000,-1,2,1,13820,2016-06-01,2323.7479
118,1,57,1,1,1,5000,-1,2,2,13820,2016-06-01,4252.5947
119,1,57,1,1,1,5000,-1,2,2,33660,2016-06-01,1532.2
120,1,57,1,1,1,5240,-1,2,2,33660,2016-06-01,1394.7389
121,1,57,1,1,1,5550,-1,2,1,22520,2016-06-01,1752.2262
122,1,57,1,1,1,5610,-1,2,2,33660,2016-06-01,1588.6932
123,1,57,1,1,1,5620,-1,2,1,26620,2016-06-01,1709.5604
124,1,57,1,1,1,5840,-1,2,2,13820,2016-06-01,3966.7879999999996
125,1,57,1,1,1,6050,-1,2,2,12220,2016-06-01,2590.3893
126,1,57,1,1,1,6200,-1,2,1,12220,2016-06-01,2069.7045
127,1,57,1,1,1,6200,-1,2,1,13820,2016-06-01,2027.0094
128,1,57,1,1,1,6200,-1,2,1,26620,2016-06-01,1813.5943
