,state,nativity,marital,sex,citiz,occ1,occ2,collegcred,highsch,city,YYYYMM,weight
0,1,57,1,1,1,-1,-1,1,2,12220,2017-06-01,1792.575
1,1,57,1,1,1,-1,-1,1,2,13820,2017-06-01,2965.5543
2,1,57,1,1,1,-1,-1,1,2,33860,2017-06-01,1830.3132
3,1,57,1,1,1,-1,-1,2,1,12220,2017-06-01,2992.7864
4,1,57,1,1,1,-1,-1,2,1,13820,2017-06-01,20661.9542
5,1,57,1,1,1,-1,-1,2,1,19300,2017-06-01,12489.1163
6,1,57,1,1,1,-1,-1,2,1,22520,2017-06-01,7772.5523
7,1,57,1,1,1,-1,-1,2,1,26620,2017-06-01,6707.4749
8,1,57,1,1,1,-1,-1,2,1,33660,2017-06-01,11414.806700000001
9,1,57,1,1,1,-1,-1,2,1,33860,2017-06-01,4508.0951000000005
10,1,57,1,1,1,-1,-1,2,2,12220,2017-06-01,14398.768
11,1,57,1,1,1,-1,-1,2,2,13820,2017-06-01,25274.2424
12,1,57,1,1,1,-1,-1,2,2,19300,2017-06-01,18922.0002
13,1,57,1,1,1,-1,-1,2,2,22520,2017-06-01,11934.0031
14,1,57,1,1,1,-1,-1,2,2,26620,2017-06-01,15150.6189
15,1,57,1,1,1,-1,-1,2,2,33660,2017-06-01,9773.6427
16,1,57,1,1,1,-1,-1,2,2,33860,2017-06-01,9577.4401
17,1,57,1,1,1,10,-1,1,2,13820,2017-06-01,1672.8204
18,1,57,1,1,1,10,-1,2,2,26620,2017-06-01,2068.214
19,1,57,1,1,1,20,-1,2,1,13820,2017-06-01,1840.551
20,1,57,1,1,1,20,-1,2,1,26620,2017-06-01,1447.9805
21,1,57,1,1,1,50,-1,2,1,13820,2017-06-01,2048.252
22,1,57,1,1,1,50,-1,2,2,26620,2017-06-01,1840.0919
23,1,57,1,1,1,110,-1,2,1,33860,2017-06-01,1834.0978
24,1,57,1,1,1,110,-1,2,2,13820,2017-06-01,1534.3103
25,1,57,1,1,1,120,-1,2,2,12220,2017-06-01,2514.4276
26,1,57,1,1,1,120,-1,2,2,13820,2017-06-01,5435.980600000001
27,1,57,1,1,1,136,-1,2,2,26620,2017-06-01,2002.9695
28,1,57,1,1,1,150,-1,2,2,13820,2017-06-01,1840.0919
