,state,nativity,marital,sex,citiz,occ1,occ2,collegcred,highsch,city,YYYYMM,weight
0,1,57,1,1,1,-1,-1,1,2,33660,2023-06-01,2503.0369
1,1,57,1,1,1,-1,-1,2,1,12220,2023-06-01,2203.6124
2,1,57,1,1,1,-1,-1,2,1,13820,2023-06-01,12383.0573
3,1,57,1,1,1,-1,-1,2,1,19300,2023-06-01,7847.2713
4,1,57,1,1,1,-1,-1,2,1,22520,2023-06-01,5770.4125
5,1,57,1,1,1,-1,-1,2,1,26620,2023-06-01,8067.1169
6,1,57,1,1,1,-1,-1,2,1,33660,2023-06-01,16174.763
7,1,57,1,1,1,-1,-1,2,1,33860,2023-06-01,5971.8472
8,1,57,1,1,1,-1,-1,2,2,12220,2023-06-01,13806.1447
9,1,57,1,1,1,-1,-1,2,2,13820,2023-06-01,40354.571299999996
10,1,57,1,1,1,-1,-1,2,2,19300,2023-06-01,13203.8701
11,1,57,1,1,1,-1,-1,2,2,22520,2023-06-01,16460.6462
12,1,57,1,1,1,-1,-1,2,2,26620,2023-06-01,15276.8746
13,1,57,1,1,1,-1,-1,2,2,33660,2023-06-01,28229.9298
14,1,57,1,1,1,-1,-1,2,2,33860,2023-06-01,20915.2057
15,1,57,1,1,1,10,-1,2,2,13820,2023-06-01,2476.4259
16,1,57,1,1,1,10,-1,2,2,26620,2023-06-01,1715.6553
17,1,57,1,1,1,20,-1,2,1,13820,2023-06-01,4168.2724
18,1,57,1,1,1,20,-1,2,2,22520,2023-06-01,1690.2084
19,1,57,1,1,1,52,-1,2,2,13820,2023-06-01,2704.9901
20,1,57,1,1,1,52,-1,2,2,19300,2023-06-01,2410.4677
21,1,57,1,1,1,120,-1,2,2,13820,2023-06-01,2345.121
22,1,57,1,1,1,120,-1,2,2,26620,2023-06-01,2015.9974
23,1,57,1,1,1,136,-1,2,2,13820,2023-06-01,2513.0241
24,1,57,1,1,1,220,-1,2,2,13820,2023-06-01,2019.0512
25,1,57,1,1,1,230,-1,2,2,19300,2023-06-01,2598.7042
26,1,57,1,1,1,230,-1,2,2,33660,2023-06-01,1866.9355
27,1,57,1,1,1,300,-1,2,2,33860,2023-06-01,2064.0582
28,1,57,1,1,1,310,-1,2,2,13820,2023-06-01,2485.1002
29,1,57,1,1,1,410,-1,2,2,19300,2023-06-01,1940.8519
30,1,57,1,1,1,410,-1,2,2,26620,2023-06-01,4288.027
31,1,57,1,1,1,440,-1,2,1,13820,2023-06-01,2069.9413
32,1,57,1,1,1,440,-1,2,1,19300,2023-06-01,2600.3424
33,1,57,1,1,1,440,-1,2,1,26620,2023-06-01,4669.6434
34,1,57,1,1,1,440,-1,2,2,13820,2023-06-01,9352.5093
35,1,57,1,1,1,440,-1,2,2,19300,2023-06-01,1759.4553
36,1,57,1,1,1,440,-1,2,2,33860,2023-06-01,2119.5754
37,1,57,1,1,1,600,-1,2,2,13820,2023-06-01,4524.0244
38,1,57,1,1,1,700,-1,2,2,22520,2023-06-01,2220.0504
39,1,57,1,1,1,710,-1,2,2,19300,2023-06-01,2116.7527
40,1,57,1,1,1,800,-1,2,2,13820,2023-06-01,2133.8459
41,1,57,1,1,1,800,-1,2,2,33860,2023-06-01,2519.7349
42,1,57,1,1,1,850,-1,2,2,13820,2023-06-01,1895.403
43,1,57,1,1,1,910,-1,2,2,13820,2023-06-01,1805.5488
44,1,57,1,1,1,1006,-1,2,2,33860,2023-06-01,2408.32
45,1,57,1,1,1,1010,-1,2,2,19300,2023-06-01,2122.786
46,1,57,1,1,1,1021,-1,2,2,22520,2023-06-01,2413.0362
47,1,57,1,1,1,1021,-1,2,2,26620,2023-06-01,4052.1598000000004
48,1,57,1,1,1,1031,-1,2,2,19300,2023-06-01,2546.0804
49,1,57,1,1,1,1105,-1,2,2,13820,2023-06-01,2447.1695
50,1,57,1,1,1,1108,-1,2,2,12220,2023-06-01,2117.4007
51,1,57,1,1,1,1220,-1,2,2,26620,2023-06-01,2423.236
52,1,57,1,1,1,1360,-1,2,2,26620,2023-06-01,2637.6519
53,1,57,1,1,1,1430,-1,2,2,33860,2023-06-01,2069.9413
54,1,57,1,1,1,1460,-1,2,2,26620,2023-06-01,3448.2113
55,1,57,1,1,1,1530,-1,2,2,13820,2023-06-01,2264.593
56,1,57,1,1,1,1541,-1,2,2,13820,2023-06-01,2769.8518
57,1,57,1,1,1,1545,-1,2,2,13820,2023-06-01,2384.9727
58,1,57,1,1,1,1551,-1,2,2,13820,2023-06-01,3370.2088
59,1,57,1,1,1,1555,-1,2,2,26620,2023-06-01,2700.8989
60,1,57,1,1,1,2040,-1,2,2,13820,2023-06-01,2556.4523
61,1,57,1,1,1,2040,-1,2,2,19300,2023-06-01,4589.0095
62,1,57,1,1,1,2040,-1,2,2,26620,2023-06-01,3011.7834
63,1,57,1,1,1,2040,-1,2,2,33860,2023-06-01,2188.3221
64,1,57,1,1,1,2100,-1,2,2,13820,2023-06-01,2476.4259
65,1,57,1,1,1,2100,-1,2,2,33660,2023-06-01,2513.0241
66,1,57,1,1,1,2205,-1,2,2,12220,2023-06-01,4944.0118
67,1,57,1,1,1,2205,-1,2,2,22520,2023-06-01,2472.0059
68,1,57,1,1,1,2310,-1,2,2,19300,2023-06-01,2344.41
69,1,57,1,1,1,2320,-1,2,2,13820,2023-06-01,2290.4813
70,1,57,1,1,1,2360,-1,2,2,19300,2023-06-01,2800.7156
71,1,57,1,1,1,2752,-1,2,1,13820,2023-06-01,2450.4647
72,1,57,1,1,1,2905,-1,2,1,26620,2023-06-01,1997.6077
73,1,57,1,1,1,2920,-1,2,2,13820,2023-06-01,2119.5754
74,1,57,1,1,1,3050,-1,2,2,12220,2023-06-01,2700.9738
75,1,57,1,1,1,3090,-1,2,2,19300,2023-06-01,2348.6733
76,1,57,1,1,1,3160,-1,2,2,13820,2023-06-01,2322.4071
77,1,57,1,1,1,3255,-1,2,2,19300,2023-06-01,2496.5879
78,1,57,1,1,1,3258,3258,2,2,33860,2023-06-01,2761.1244
79,1,57,1,1,1,3321,-1,2,2,13820,2023-06-01,2164.5552
80,1,57,1,1,1,3323,-1,2,2,13820,2023-06-01,2308.7577
81,1,57,1,1,1,3740,3401,2,2,13820,2023-06-01,1997.6077
82,1,57,1,1,1,3820,-1,2,2,13820,2023-06-01,4401.846100000001
83,1,57,1,1,1,3870,-1,2,1,33860,2023-06-01,2345.121
84,1,57,1,1,1,3870,-1,2,2,12220,2023-06-01,2455.838
85,1,57,1,1,1,3930,-1,2,1,26620,2023-06-01,2015.9974
86,1,57,1,1,1,3930,-1,2,2,26620,2023-06-01,2741.6382
87,1,57,1,1,1,4000,-1,2,1,13820,2023-06-01,2624.5889
88,1,57,1,1,1,4040,-1,2,2,19300,2023-06-01,1936.6538
89,1,57,1,1,1,4210,-1,2,2,22520,2023-06-01,2064.69
90,1,57,1,1,1,4220,-1,2,1,13820,2023-06-01,4515.0341
91,1,57,1,1,1,4220,-1,2,1,19300,2023-06-01,2323.433
92,1,57,1,1,1,4220,-1,2,2,13820,2023-06-01,2149.2792
93,1,57,1,1,1,4330,-1,2,1,26620,2023-06-01,3704.1671
94,1,57,1,1,1,4622,-1,2,1,22520,2023-06-01,2349.5984
95,1,57,1,1,1,4622,-1,2,2,12220,2023-06-01,2117.4007
96,1,57,1,1,1,4700,-1,2,1,13820,2023-06-01,8398.654999999999
97,1,57,1,1,1,4700,-1,2,1,33660,2023-06-01,2080.5116
98,1,57,1,1,1,4700,-1,2,1,33860,2023-06-01,4574.305
99,1,57,1,1,1,4700,-1,2,2,19300,2023-06-01,6993.878500000001
100,1,57,1,1,1,4700,-1,2,2,26620,2023-06-01,5283.732099999999
101,1,57,1,1,1,4700,-1,2,2,33660,2023-06-01,1988.4746
102,1,57,1,1,1,4710,-1,2,1,13820,2023-06-01,2622.967
103,1,57,1,1,1,4710,-1,2,2,13820,2023-06-01,2680.3914
104,1,57,1,1,1,4760,-1,2,1,13820,2023-06-01,2578.7996
