,state,nativity,marital,sex,citiz,occ1,occ2,collegcred,highsch,city,YYYYMM,weight
0,1,57,1,1,1,-1,-1,1,2,13820,2022-06-01,2095.4096
1,1,57,1,1,1,-1,-1,1,2,22520,2022-06-01,1626.0823
2,1,57,1,1,1,-1,-1,2,1,12220,2022-06-01,1676.8508
3,1,57,1,1,1,-1,-1,2,1,13820,2022-06-01,19654.869599999998
4,1,57,1,1,1,-1,-1,2,1,19300,2022-06-01,1691.2767
5,1,57,1,1,1,-1,-1,2,1,22520,2022-06-01,3765.0978999999998
6,1,57,1,1,1,-1,-1,2,1,26620,2022-06-01,4413.3616
7,1,57,1,1,1,-1,-1,2,1,33660,2022-06-01,16286.2172
8,1,57,1,1,1,-1,-1,2,1,33860,2022-06-01,6132.120999999999
9,1,57,1,1,1,-1,-1,2,2,12220,2022-06-01,7276.5272
10,1,57,1,1,1,-1,-1,2,2,13820,2022-06-01,50505.4663
11,1,57,1,1,1,-1,-1,2,2,19300,2022-06-01,18190.2512
12,1,57,1,1,1,-1,-1,2,2,22520,2022-06-01,3749.9909
13,1,57,1,1,1,-1,-1,2,2,26620,2022-06-01,21724.4269
14,1,57,1,1,1,-1,-1,2,2,33660,2022-06-01,15266.8312
15,1,57,1,1,1,-1,-1,2,2,33860,2022-06-01,10690.0533
16,1,57,1,1,1,10,-1,2,2,12220,2022-06-01,1936.8563
17,1,57,1,1,1,10,-1,2,2,13820,2022-06-01,2879.4793
18,1,57,1,1,1,20,-1,2,1,13820,2022-06-01,2024.5437
19,1,57,1,1,1,20,-1,2,2,33860,2022-06-01,2410.7602
20,1,57,1,1,1,52,-1,2,2,19300,2022-06-01,2384.4021
21,1,57,1,1,1,60,-1,2,2,12220,2022-06-01,2245.1352
22,1,57,1,1,1,120,-1,2,2,13820,2022-06-01,2001.6505
23,1,57,1,1,1,120,-1,2,2,26620,2022-06-01,4405.7063
24,1,57,1,1,1,140,-1,2,1,33860,2022-06-01,4415.8235
25,1,57,1,1,1,160,-1,2,2,13820,2022-06-01,2490.7795
26,1,57,1,1,1,230,-1,2,2,19300,2022-06-01,2785.812
27,1,57,1,1,1,310,-1,2,1,19300,2022-06-01,2299.536
28,1,57,1,1,1,310,-1,2,1,33660,2022-06-01,1748.1424
29,1,57,1,1,1,310,-1,2,2,13820,2022-06-01,2613.206
30,1,57,1,1,1,410,-1,2,1,33860,2022-06-01,1643.5972
31,1,57,1,1,1,410,-1,2,2,19300,2022-06-01,2322.7575
32,1,57,1,1,1,440,-1,2,1,26620,2022-06-01,4237.366599999999
33,1,57,1,1,1,440,-1,2,2,12220,2022-06-01,1995.9197
34,1,57,1,1,1,440,-1,2,2,13820,2022-06-01,5482.245
35,1,57,1,1,1,440,-1,2,2,19300,2022-06-01,2066.3821
36,1,57,1,1,1,440,-1,2,2,22520,2022-06-01,2015.983
37,1,57,1,1,1,705,-1,2,2,13820,2022-06-01,2016.2082
38,1,57,1,1,1,710,-1,1,2,12220,2022-06-01,2245.1352
39,1,57,1,1,1,710,-1,2,2,33660,2022-06-01,2039.7993
40,1,57,1,1,1,710,-1,2,2,33860,2022-06-01,1956.1991
